,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,PA_flag,AB_flag,Is_Hit,SwungOn,ContactMade_Fair,ContactMade_Foul,BatterTeam,PitcherTeam
3840,SL,2021-09-02,89.0,-2.4,5.83,"Alcantara, Sandy",596019,645261,,ball,,,,,11.0,Francisco Lindor lines out sharply to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,B,,,0,0,2021,-0.62,0.06,-1.74,3.0,,,,1,6,Bot,,,,,595751,,,2.8917841267779654,-129.56846500856471,-0.9426844387893236,-7.613967427906108,31.361102486849507,-31.530996112901327,3.28,1.51,,,,87.7,2280.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.72,,,,,,,,46,1,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,220.0,0.0,0.026,,,0.0,0,0,0,NYM,MIA
3851,CH,2021-09-02,90.9,-2.37,5.81,"Alcantara, Sandy",542340,645261,,swinging_strike,,,,,7.0,Jonathan Villar called out on strikes.,R,L,R,NYM,MIA,S,,,2,0,2021,-1.57,0.21,-0.56,1.96,664850.0,,,2,5,Bot,,,,,595751,,,7.8688615051824975,-131.98135156272446,-4.0471298065658505,-20.12685196324425,32.670362456360564,-28.962935394274567,3.37,1.53,,,,89.7,2269.0,6.1,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.43,,,,,,,,37,3,Changeup,3,2,3,2,2,3,3,2,Standard,Strategic,231.0,0.0,-0.026,,,0.0,1,0,0,NYM,MIA
3839,SL,2021-09-02,89.4,-2.29,5.77,"Alcantara, Sandy",596019,645261,,called_strike,,,,,8.0,Francisco Lindor lines out sharply to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,S,,,1,0,2021,-0.51,0.26,0.25,1.52,,,,1,6,Bot,,,,,595751,,,7.283197713698297,-129.7855067384816,-4.826411333065424,-7.520143757167726,32.57243797215271,-28.31911632898117,3.18,1.34,,,,87.9,2470.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.56,,,,,,,,46,2,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,206.0,0.0,-0.032,,,0.0,0,0,0,NYM,MIA
3815,SL,2021-09-02,91.4,-2.14,5.82,"Alcantara, Sandy",642086,645261,single,hit_into_play,,,,,3.0,"Dominic Smith singles on a sharp line drive to right fielder Jesus Sanchez, deflected by first baseman Jesus Aguilar.   Jeff McNeil scores.    Patrick Mazeika to 3rd.",R,L,R,NYM,MIA,X,3.0,line_drive,2,2,2021,-0.04,0.68,0.36,3.26,643446.0,,664850.0,1,7,Bot,190.29,144.82,,,595751,,,6.351591341619949,-133.03789262411206,-2.0118009972088737,-1.9401234191710357,29.65955222221754,-23.91474078472748,3.37,1.53,125.0,104.2,6.0,90.6,2435.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.6,0.577,0.527,0.9,1.0,1.0,0.0,4.0,55,5,Slider,3,3,3,3,3,4,4,3,Infield shift,Strategic,210.0,0.148,0.952,1.0,1.0,1.0,1,1,1,NYM,MIA
3837,SL,2021-09-02,90.4,-2.12,5.75,"Alcantara, Sandy",596019,645261,,ball,,,,,14.0,Francisco Lindor lines out sharply to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,B,,,1,2,2021,-0.06,0.24,1.24,1.67,,,,1,6,Bot,,,,,595751,,,8.411543313448208,-131.2240736422253,-4.574034516748663,-2.7841968588025505,32.254769374220594,-28.51627081913592,3.16,1.41,,,,88.8,2411.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.68,,,,,,,,46,4,Slider,3,3,3,3,3,3,3,3,Infield shift,Strategic,178.0,0.0,0.028,,,0.0,0,0,0,NYM,MIA
3816,SL,2021-09-02,91.8,-1.98,5.86,"Alcantara, Sandy",642086,645261,,ball,,,,,14.0,"Dominic Smith singles on a sharp line drive to right fielder Jesus Sanchez, deflected by first baseman Jesus Aguilar.   Jeff McNeil scores.    Patrick Mazeika to 3rd.",R,L,R,NYM,MIA,B,,,1,2,2021,-0.51,0.29,0.37,0.95,643446.0,,664850.0,1,7,Bot,,,,,595751,,,7.013284522169987,-133.55975420153425,-7.238535380474115,-7.442869323589899,24.943315759533323,-27.464566556068338,3.29,1.53,,,,91.8,2335.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.5,,,,,,,,55,4,Slider,3,3,3,3,3,3,3,3,Infield shift,Standard,225.0,0.0,0.095,,,0.0,0,0,0,NYM,MIA
3817,SI,2021-09-02,97.9,-2.23,5.83,"Alcantara, Sandy",642086,645261,,foul,,,,,2.0,"Dominic Smith singles on a sharp line drive to right fielder Jesus Sanchez, deflected by first baseman Jesus Aguilar.   Jeff McNeil scores.    Patrick Mazeika to 3rd.",R,L,R,NYM,MIA,S,,,1,1,2021,-1.34,1.04,0.11,2.8,643446.0,,664850.0,1,7,Bot,,,,,595751,,,9.343471852146063,-141.94633799037348,-4.8663765205568845,-20.43076826670605,41.53537647554812,-17.269144519203426,3.37,1.53,176.0,78.5,16.0,96.0,2457.0,6.1,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.44,,,,,,,,55,3,Sinker,3,3,3,3,3,3,3,3,Infield shift,Standard,233.0,0.0,-0.162,,,0.0,1,0,1,NYM,MIA
3818,SL,2021-09-02,90.2,-2.31,5.85,"Alcantara, Sandy",642086,645261,,swinging_strike,,,,,9.0,"Dominic Smith singles on a sharp line drive to right fielder Jesus Sanchez, deflected by first baseman Jesus Aguilar.   Jeff McNeil scores.    Patrick Mazeika to 3rd.",R,L,R,NYM,MIA,S,,,1,0,2021,0.04,0.37,0.63,1.97,643446.0,,664850.0,1,7,Bot,,,,,595751,,,7.16205247225121,-131.1096768050946,-4.341982249361543,-1.2559582519219623,32.075206050213176,-27.164955587878943,3.37,1.53,,,,88.9,2506.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.57,,,,,,,,55,2,Slider,3,3,3,3,3,3,3,3,Infield shift,Standard,190.0,0.0,-0.125,,,0.0,1,0,0,NYM,MIA
3819,SL,2021-09-02,90.2,-2.39,5.84,"Alcantara, Sandy",642086,645261,,ball,,,,,11.0,"Dominic Smith singles on a sharp line drive to right fielder Jesus Sanchez, deflected by first baseman Jesus Aguilar.   Jeff McNeil scores.    Patrick Mazeika to 3rd.",R,L,R,NYM,MIA,B,,,0,0,2021,-0.12,0.56,-1.05,2.87,643446.0,,664850.0,1,7,Bot,,,,,595751,,,3.554163131405316,-131.0251811737565,-2.377996782156228,-2.357537495426769,36.56823648776781,-25.52127378988964,3.3,1.53,,,,88.1,2433.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.7,,,,,,,,55,1,Slider,3,3,3,3,3,3,3,3,Infield shift,Standard,221.0,0.0,0.059,,,0.0,0,0,0,NYM,MIA
3820,CH,2021-09-02,90.8,-2.14,5.92,"Alcantara, Sandy",664850,645261,single,hit_into_play,,,,,2.0,"Patrick Mazeika singles on a line drive to right fielder Jesus Sanchez.   Jeff McNeil to 3rd.  Jeff McNeil advances to 3rd, on a fielding error by right fielder Jesus Sanchez.",R,L,R,NYM,MIA,X,9.0,line_drive,1,1,2021,-1.43,0.36,-0.19,3.38,,,643446.0,1,7,Bot,179.77,127.65,,,595751,,,7.89864043707609,-131.9286526337378,-1.1200388878625789,-18.450275360936857,31.59103446655974,-27.9953730955156,3.49,1.6,223.0,99.5,15.0,89.7,2140.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.51,0.697,0.686,0.9,1.0,1.0,0.0,4.0,54,3,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,240.0,0.113,0.48,1.0,1.0,1.0,1,1,1,NYM,MIA
3821,SI,2021-09-02,98.0,-2.3,5.77,"Alcantara, Sandy",664850,645261,,ball,,,,,14.0,"Patrick Mazeika singles on a line drive to right fielder Jesus Sanchez.   Jeff McNeil to 3rd.  Jeff McNeil advances to 3rd, on a fielding error by right fielder Jesus Sanchez.",R,L,R,NYM,MIA,B,,,0,1,2021,-1.55,0.71,0.17,1.11,,,643446.0,1,7,Bot,,,,,595751,,,10.175048819407056,-142.191589105969,-8.67327271423098,-23.444454104268047,33.458766409929005,-20.57867374217912,3.45,1.6,,,,97.2,2396.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.46,,,,,,,,54,2,Sinker,3,3,3,3,3,3,3,3,Infield shift,Strategic,229.0,0.0,0.045,,,0.0,0,0,0,NYM,MIA
3822,CH,2021-09-02,91.0,-2.19,5.82,"Alcantara, Sandy",664850,645261,,foul,,,,,11.0,"Patrick Mazeika singles on a line drive to right fielder Jesus Sanchez.   Jeff McNeil to 3rd.  Jeff McNeil advances to 3rd, on a fielding error by right fielder Jesus Sanchez.",R,L,R,NYM,MIA,S,,,0,0,2021,-1.65,0.4,-0.99,2.69,,,643446.0,1,7,Bot,,,,,595751,,,6.49915262692189,-132.24519366007704,-2.706851949490048,-20.73391471652429,30.562895999294238,-27.133334635769515,3.49,1.6,8.0,74.5,-19.0,90.0,2151.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.54,,,,,,,,54,1,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,237.0,0.0,-0.049,,,0.0,1,0,1,NYM,MIA
3823,CH,2021-09-02,94.0,-2.01,5.87,"Alcantara, Sandy",643446,645261,single,hit_into_play,,,,,13.0,Jeff McNeil singles on a line drive to center fielder Lewis Brinson.,R,L,R,NYM,MIA,X,8.0,line_drive,0,2,2021,-1.57,0.29,-0.97,2.04,,,,1,7,Bot,132.8,96.28,,,595751,,,6.128722616359638,-136.63266237158308,-4.766261748865589,-20.999476507605134,33.714709902271366,-27.58916489323649,3.41,1.56,258.0,85.3,16.0,93.0,2007.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.49,0.96,0.904,0.9,1.0,1.0,0.0,4.0,53,3,Changeup,3,3,3,3,3,3,3,3,Infield shift,Strategic,234.0,0.041,0.325,1.0,1.0,1.0,1,1,1,NYM,MIA
3824,SI,2021-09-02,98.5,-2.04,5.8,"Alcantara, Sandy",643446,645261,,swinging_strike,,,,,13.0,Jeff McNeil singles on a line drive to center fielder Lewis Brinson.,R,L,R,NYM,MIA,S,,,0,1,2021,-1.89,0.94,-0.91,2.43,,,,1,7,Bot,,,,,595751,,,7.401797966864805,-142.9850734067137,-5.724668342371831,-27.64923274949401,39.68959175017687,-18.041209643120265,3.41,1.56,,,,96.9,2444.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.55,,,,,,,,53,2,Sinker,3,3,3,3,3,3,3,3,Infield shift,Strategic,225.0,0.0,-0.035,,,0.0,1,0,0,NYM,MIA
3825,SL,2021-09-02,90.3,-2.2,5.84,"Alcantara, Sandy",643446,645261,,called_strike,,,,,11.0,Jeff McNeil singles on a line drive to center fielder Lewis Brinson.,R,L,R,NYM,MIA,S,,,0,0,2021,0.11,0.43,-0.85,2.78,,,,1,7,Bot,,,,,595751,,,3.08789619637125,-131.40768117175784,-2.4726983938411182,0.4413088193588887,33.07074400552018,-26.84639050049752,3.57,1.61,,,,88.7,2423.0,5.7,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.77,,,,,,,,53,1,Slider,3,3,3,3,3,3,3,3,Infield shift,Strategic,209.0,0.0,-0.027,,,0.0,0,0,0,NYM,MIA
3862,SL,2021-09-02,89.5,-2.24,5.8,"Alcantara, Sandy",664850,645261,,ball,,,,,14.0,Patrick Mazeika doubles (3) on a sharp ground ball to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,B,,,0,0,2021,0.07,0.36,1.47,0.26,,,,1,5,Bot,,,,,595751,,,8.924963060350247,-129.74486478894036,-8.171543662557033,-1.567581484567485,33.833110250949915,-26.240250372494,3.26,1.43,,,,87.7,2410.0,5.9,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.58,,,,,,,,35,1,Slider,3,2,3,2,2,3,3,2,Infield shift,Strategic,225.0,0.0,0.026,,,0.0,0,0,0,NYM,MIA
3827,SI,2021-09-02,98.0,-2.03,5.88,"Alcantara, Sandy",595879,645261,,called_strike,,,,,9.0,Javier Baez strikes out swinging.,R,R,R,NYM,MIA,S,,,1,1,2021,-1.71,0.6,0.44,2.2,,,,0,7,Bot,,,,,595751,,,10.551103141134238,-142.09360216533238,-5.708541987741692,-25.707078274225072,37.608959501348544,-22.75870659422102,3.5,1.61,,,,96.7,2443.0,6.1,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.43,,,,,,,,52,3,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,230.0,0.0,-0.057,,,0.0,0,0,0,NYM,MIA
3828,SL,2021-09-02,91.4,-2.15,5.84,"Alcantara, Sandy",595879,645261,,called_strike,,,,,6.0,Javier Baez strikes out swinging.,R,R,R,NYM,MIA,S,,,1,0,2021,-0.2,0.39,0.57,2.72,,,,0,7,Bot,,,,,595751,,,7.174387377398193,-132.83370685310476,-2.7399635245704683,-4.062174967788977,32.4516005211197,-27.13219992219052,3.51,1.71,,,,89.9,2521.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.74,,,,,,,,52,2,Slider,3,3,3,3,3,3,3,3,Standard,Standard,238.0,0.0,-0.049,,,0.0,0,0,0,NYM,MIA
3829,SI,2021-09-02,97.1,-2.21,5.86,"Alcantara, Sandy",595879,645261,,ball,,,,,14.0,Javier Baez strikes out swinging.,R,R,R,NYM,MIA,B,,,0,0,2021,-1.75,0.62,0.32,1.31,,,,0,7,Bot,,,,,595751,,,10.676230101312788,-140.70597939494166,-7.9054944517526575,-25.73042274868156,34.58528384571163,-22.199503705937985,3.5,1.58,,,,95.8,2353.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.53,,,,,,,,52,1,Sinker,3,3,3,3,3,3,3,3,Standard,Standard,224.0,0.0,0.038,,,0.0,0,0,0,NYM,MIA
3830,FF,2021-09-02,97.3,-2.29,5.82,"Alcantara, Sandy",624424,645261,field_out,hit_into_play,,,,,8.0,Michael Conforto flies out to left fielder Bryan De La Cruz.,R,L,R,NYM,MIA,X,7.0,fly_ball,1,1,2021,-1.1,1.26,-0.11,2.1,,624413.0,,2,6,Bot,74.8,130.79,,,595751,,,8.28199020224938,-141.2139173056755,-7.174993627719607,-16.715385021697266,37.78781709748588,-13.743328510899683,3.41,1.56,214.0,89.0,56.0,95.7,2391.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.6,0.009,0.008,0.0,1.0,0.0,0.0,3.0,48,3,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Strategic,230.0,-0.054,-0.29,1.0,1.0,0.0,1,1,1,NYM,MIA
3831,SI,2021-09-02,98.9,-2.13,5.79,"Alcantara, Sandy",624424,645261,,ball,,,,,14.0,Michael Conforto flies out to left fielder Bryan De La Cruz.,R,L,R,NYM,MIA,B,,,0,1,2021,-1.77,0.96,0.96,1.52,,624413.0,,2,6,Bot,,,,,595751,,,12.462721082141774,-143.21170294174777,-8.336138986958336,-27.25369723814179,35.05111976047796,-17.027286205061323,3.21,1.56,,,,98.1,2562.0,6.2,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.25,,,,,,,,48,2,Sinker,3,3,3,3,3,3,3,3,Standard,Strategic,226.0,0.0,0.018,,,0.0,0,0,0,NYM,MIA
3832,SL,2021-09-02,89.3,-2.53,5.76,"Alcantara, Sandy",624424,645261,,called_strike,,,,,8.0,Michael Conforto flies out to left fielder Bryan De La Cruz.,R,L,R,NYM,MIA,S,,,0,0,2021,-0.03,0.32,0.15,1.89,,624413.0,,2,6,Bot,,,,,595751,,,6.625884374442205,-129.84324028829732,-4.094789685475713,-1.8823525435444524,30.058117825496844,-27.88061137163404,3.28,1.56,,,,88.3,2465.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.58,,,,,,,,48,1,Slider,3,3,3,3,3,3,3,3,Standard,Strategic,236.0,0.0,-0.045,,,0.0,0,0,0,NYM,MIA
3833,SL,2021-09-02,90.5,-2.12,5.76,"Alcantara, Sandy",624413,645261,double,hit_into_play,,,,,6.0,Pete Alonso doubles (19) on a sharp line drive to left fielder Bryan De La Cruz.,R,R,R,NYM,MIA,X,7.0,line_drive,0,2,2021,0.02,0.34,0.58,2.56,,,,2,6,Bot,78.63,134.61,,,595751,,,6.646194697613896,-131.65987320487085,-2.7569242833291847,-1.191582241504775,28.17041313011151,-27.88560775152913,3.49,1.6,200.0,107.5,9.0,89.9,2431.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.55,0.749,0.705,1.25,1.0,1.0,1.0,4.0,47,3,Slider,3,3,3,3,3,3,3,3,Infield shift,Standard,214.0,0.037,0.26,1.0,1.0,1.0,1,1,1,NYM,MIA
3834,SL,2021-09-02,90.8,-2.1,5.8,"Alcantara, Sandy",624413,645261,,swinging_strike,,,,,12.0,Pete Alonso doubles (19) on a sharp line drive to left fielder Bryan De La Cruz.,R,R,R,NYM,MIA,S,,,0,1,2021,0.29,0.37,1.27,2.67,,,,2,6,Bot,,,,,595751,,,7.764789065213467,-132.04208842528678,-2.6251239940491016,1.5241500454713566,30.926970473277656,-27.47657208561416,3.49,1.6,,,,89.8,2441.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.55,,,,,,,,47,2,Slider,3,3,3,3,3,3,3,3,Infield shift,Standard,208.0,0.0,-0.024,,,0.0,1,0,0,NYM,MIA
3835,SI,2021-09-02,97.3,-2.35,5.83,"Alcantara, Sandy",624413,645261,,called_strike,,,,,8.0,Pete Alonso doubles (19) on a sharp line drive to left fielder Bryan De La Cruz.,R,R,R,NYM,MIA,S,,,0,0,2021,-1.84,0.73,-0.03,1.57,,,,2,6,Bot,,,,,595751,,,10.292400539679754,-141.1619728422451,-7.441373361308504,-26.96581720462744,34.72863006478417,-20.76030885230204,3.44,1.6,,,,95.8,2430.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.7,,,,,,,,47,1,Sinker,3,3,3,3,3,3,3,3,Infield shift,Standard,232.0,0.0,-0.018,,,0.0,0,0,0,NYM,MIA
3836,SI,2021-09-02,97.9,-2.03,5.83,"Alcantara, Sandy",596019,645261,field_out,hit_into_play,,,,,8.0,Francisco Lindor lines out sharply to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,X,9.0,line_drive,2,2,2021,-1.72,0.64,-0.02,1.95,,,,1,6,Bot,194.65,68.83,,,595751,,,9.327209354485362,-142.03639958807003,-6.34316460929618,-25.514875120650743,35.07913924248347,-22.17336654818857,3.32,1.51,362.0,100.9,22.0,96.6,2426.0,5.9,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.58,0.526,0.705,0.0,1.0,0.0,0.0,5.0,46,5,Sinker,3,3,3,3,3,3,3,3,Infield shift,Strategic,227.0,-0.024,-0.142,1.0,1.0,0.0,1,1,1,NYM,MIA
3838,SI,2021-09-02,97.3,-2.25,5.81,"Alcantara, Sandy",596019,645261,,foul,,,,,13.0,Francisco Lindor lines out sharply to right fielder Jesus Sanchez.,R,L,R,NYM,MIA,S,,,1,1,2021,-1.98,0.32,-1.05,2.08,,,,1,6,Bot,,,,,595751,,,7.672283691794981,-141.2871704541426,-5.1047267522484585,-28.236671764532183,36.33454642494278,-26.802050018058672,3.32,1.51,177.0,70.9,34.0,95.8,2417.0,5.8,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.69,,,,,,,,46,3,Sinker,3,3,3,3,3,3,3,3,Standard,Strategic,229.0,0.0,-0.043,,,0.0,1,0,1,NYM,MIA
3863,SL,2021-09-02,90.4,-2.32,5.79,"Alcantara, Sandy",643446,645261,field_out,hit_into_play,,,,,13.0,Jeff McNeil grounds out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,X,3.0,ground_ball,1,1,2021,-0.73,0.35,-0.6,1.37,,,,0,5,Bot,158.65,154.59,,,595751,,,5.79625721254162,-131.3766738687919,-5.645322877347444,-9.81456999116337,32.941163272185555,-27.02612836531276,3.41,1.56,7.0,85.0,-12.0,89.0,2400.0,5.9,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.56,0.1,0.09,0.0,1.0,0.0,0.0,2.0,34,3,Slider,3,2,3,2,2,3,3,2,Infield shift,Strategic,224.0,-0.021,-0.231,1.0,1.0,0.0,1,1,1,NYM,MIA
3826,SL,2021-09-02,92.7,-1.94,5.78,"Alcantara, Sandy",595879,645261,strikeout,swinging_strike,,,,,14.0,Javier Baez strikes out swinging.,R,R,R,NYM,MIA,S,2.0,,1,2,2021,-0.9,0.26,1.2,1.35,,,,0,7,Bot,,,,,595751,,,9.88357988895704,-134.57239562258405,-5.990637531491895,-13.120538338600172,30.62081796962765,-27.857037261561995,3.37,1.53,,,,91.8,2413.0,6.0,632650,645261,595751,542583,665862,605412,500743,650559,621446,660821,54.54,,,0.0,1.0,0.0,0.0,,52,4,Slider,3,3,3,3,3,3,3,3,Standard,Standard,229.0,-0.038,-0.174,1.0,1.0,0.0,1,0,0,NYM,MIA
3865,FF,2021-09-02,96.2,-2.33,5.82,"Alcantara, Sandy",643446,645261,,ball,,,,,11.0,Jeff McNeil grounds out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,B,,,0,0,2021,-1.1,1.16,-1.34,3.51,,,,0,5,Bot,,,,,595751,,,5.048385944348039,-140.0637727328751,-3.124045470633452,-15.5869791671155,32.500856233544184,-16.47674434347611,3.55,1.65,,,,95.2,2226.0,5.7,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.75,,,,,,,,34,1,4-Seam Fastball,3,2,3,2,2,3,3,2,Infield shift,Strategic,233.0,0.0,0.038,,,0.0,0,0,0,NYM,MIA
3892,SI,2021-09-02,96.4,-2.32,5.82,"Alcantara, Sandy",664850,645261,field_out,hit_into_play,,,,,4.0,Patrick Mazeika lines out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,X,3.0,line_drive,2,1,2021,-1.17,0.44,-0.35,2.45,,,,0,3,Bot,170.95,149.8,,,595751,,,7.823054247073138,-140.13234539332294,-4.326465828987397,-17.233858682802406,33.081883014431256,-25.563666017310304,3.49,1.6,168.0,92.4,12.0,95.4,2346.0,5.9,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.61,0.846,0.806,0.0,1.0,0.0,0.0,4.0,20,4,Sinker,1,2,1,2,2,1,1,2,Infield shift,Strategic,225.0,-0.027,-0.283,1.0,1.0,0.0,1,1,1,NYM,MIA
3893,FF,2021-09-02,95.8,-2.33,5.95,"Alcantara, Sandy",664850,645261,,ball,,,,,11.0,Patrick Mazeika lines out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,B,,,1,1,2021,-0.87,1.29,-2.12,3.92,,,,0,3,Bot,,,,,595751,,,2.4776480962314333,-139.40537431356043,-2.5863960462558317,-11.874964729834163,34.989965410989505,-15.07880365856076,3.4,1.46,,,,94.2,2243.0,5.6,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.86,,,,,,,,20,3,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Strategic,232.0,0.0,0.052,,,0.0,0,0,0,NYM,MIA
3894,FF,2021-09-02,95.9,-2.46,5.85,"Alcantara, Sandy",664850,645261,,ball,,,,,11.0,Patrick Mazeika lines out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,B,,,0,1,2021,-0.98,1.18,-1.91,4.01,,,,0,3,Bot,,,,,595751,,,3.6261914396101655,-139.45973965996583,-1.79162557025851,-13.57491870562962,38.20031147585246,-16.739815482571387,3.38,1.51,,,,94.0,2313.0,5.7,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.8,,,,,,,,20,2,4-Seam Fastball,1,2,1,2,2,1,1,2,Infield shift,Strategic,227.0,0.0,0.027,,,0.0,0,0,0,NYM,MIA
3895,SL,2021-09-02,86.6,-2.56,5.84,"Alcantara, Sandy",664850,645261,,called_strike,,,,,8.0,Patrick Mazeika lines out to first baseman Jesus Aguilar.,R,L,R,NYM,MIA,S,,,0,0,2021,0.1,0.13,-0.03,1.85,,,,0,3,Bot,,,,,595751,,,5.7713557024089495,-125.94331140475724,-3.4988314196288988,-0.2443655989126581,28.13076848657514,-30.219464536149417,3.45,1.46,,,,85.3,2289.0,5.7,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.78,,,,,,,,20,1,Slider,1,2,1,2,2,1,1,2,Infield shift,Strategic,145.0,0.0,-0.038,,,0.0,0,0,0,NYM,MIA
3896,CH,2021-09-02,92.0,-2.28,5.82,"Alcantara, Sandy",643446,645261,field_out,hit_into_play,,,,,7.0,"Jeff McNeil grounds out, second baseman Jazz Chisholm to first baseman Jesus Aguilar.",R,L,R,NYM,MIA,X,4.0,ground_ball,0,1,2021,-1.3,0.44,-0.55,1.53,,,,2,2,Bot,130.76,192.21,,,595751,,,7.113172206658441,-133.7172215836144,-5.868086389479057,-17.142294032327893,30.40743806336438,-25.828658746023148,3.41,1.56,30.0,95.8,-1.0,90.7,2059.0,5.7,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.82,0.326,0.293,0.0,1.0,0.0,0.0,2.0,16,2,Changeup,1,2,1,2,2,1,1,2,Infield shift,Strategic,233.0,-0.011,-0.086,1.0,1.0,0.0,1,1,1,NYM,MIA
3897,SL,2021-09-02,89.0,-2.44,5.83,"Alcantara, Sandy",643446,645261,,called_strike,,,,,4.0,"Jeff McNeil grounds out, second baseman Jazz Chisholm to first baseman Jesus Aguilar.",R,L,R,NYM,MIA,S,,,0,0,2021,0.21,0.45,-0.74,2.73,,,,2,2,Bot,,,,,595751,,,3.687854475268894,-129.41158796815753,-2.40879425737704,1.3988077894534403,31.331005875507405,-26.79838567696986,3.46,1.56,,,,87.4,2388.0,5.7,632650,645261,595751,542583,665862,656371,500743,650559,621446,660821,54.79,,,,,,,,16,1,Slider,1,2,1,2,2,1,1,2,Infield shift,Strategic,193.0,0.0,-0.018,,,0.0,0,0,0,NYM,MIA
