,pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,PA_flag,AB_flag,Is_Hit,SwungOn,ContactMade_Fair,ContactMade_Foul,BatterTeam,PitcherTeam
3757,SL,2021-09-08,90.8,-2.2,5.77,"Alcantara, Sandy",543510,645261,,foul,,,,,14.0,James McCann strikes out swinging.,R,R,R,MIA,NYM,S,,,0,2,2021,0.12,0.17,0.58,1.47,,,,2,5,Top,,,,,656577,,,6.670405500817647,-131.98327599470926,-5.159920078067896,0.0046461081394032,28.515666498381457,-29.23995588623267,3.49,1.6,,,,90.3,2288.0,6.1,632574,645261,656577,650331,665862,656371,500743,595751,650559,660821,54.42,,,,,,,,34,3,Slider,1,0,0,1,0,1,0,1,,,34.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
3778,CH,2021-09-08,93.6,-2.21,5.93,"Alcantara, Sandy",596019,645261,walk,ball,,,,,11.0,Francisco Lindor walks.,R,L,R,MIA,NYM,B,,,3,2,2021,-1.26,0.11,-1.41,2.96,,,,2,3,Top,,,,,656577,,,4.800063449715988,-136.26643984442217,-2.185548216799276,-16.775897751100167,29.17970199281861,-30.53482660934881,3.21,1.47,,,,93.0,1856.0,5.8,632574,645261,656577,650331,665862,656371,500743,595751,650559,660821,54.65,,,0.7,1.0,0.0,0.0,,20,9,Changeup,1,0,0,1,0,1,0,1,,,234.0,-0.014,0.093,1.0,0.0,0.0,0,0,0,NYM,MIA
3783,SL,2021-09-08,89.6,-2.24,5.83,"Alcantara, Sandy",596019,645261,,ball,,,,,14.0,Francisco Lindor walks.,R,L,R,MIA,NYM,B,,,2,1,2021,0.2,0.11,1.41,1.27,,,,2,3,Top,,,,,656577,,,8.530257284284327,-130.2436068248016,-5.425267785491585,0.4723159519871521,28.100557987826942,-29.98734390958572,3.26,1.55,,,,89.0,2234.0,6.1,632574,645261,656577,650331,665862,656371,500743,595751,650559,660821,54.44,,,,,,,,20,4,Slider,1,0,0,1,0,1,0,1,,,154.0,0.0,0.042,,,0.0,0,0,0,NYM,MIA
1859,CH,2022-06-19,92.1,-1.91,5.92,"Alcantara, Sandy",596019,645261,single,hit_into_play,,,,,13.0,Francisco Lindor singles on a sharp line drive to center fielder Bryan De La Cruz.   Starling Marte scores.,R,L,R,NYM,MIA,X,8.0,line_drive,1,0,2022,-1.46,0.26,-0.83,2.14,516782.0,,,2,6,Bot,142.51,100.65,,,607732,,,5.8689121877839066,-133.65714258512054,-4.06335339950896,-18.73142080923823,38.92433916179924,-28.214945043908397,3.24,1.53,250.0,101.3,12.0,90.3,2199.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.37,0.917,0.903,0.9,1.0,1.0,0.0,4.0,42,2,Changeup,0,0,0,0,0,1,1,0,Standard,Standard,240.0,0.161,0.811,1.0,1.0,1.0,1,1,1,NYM,MIA
1851,SL,2022-06-19,87.7,-1.97,5.93,"Alcantara, Sandy",500871,645261,,foul,,,,,8.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,S,,,2,2,2022,0.31,0.4,-0.03,1.94,,643446.0,,0,7,Bot,,,,,607732,,,4.028036306247199,-127.41237418629105,-4.111589614079632,2.172954454827284,34.08307384844133,-27.134786592873084,3.12,1.51,183.0,71.2,22.0,86.0,2510.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.52,,,,,,,,54,5,Slider,1,5,1,5,5,1,1,5,Infield shift,Standard,110.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
1852,FF,2022-06-19,97.4,-1.99,5.86,"Alcantara, Sandy",500871,645261,,ball,,,,,9.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,B,,,1,2,2022,-1.11,1.52,0.39,1.63,,643446.0,,0,7,Bot,,,,,607732,,,8.875601489732462,-141.2473078871976,-9.176658181551588,-16.96119584688436,37.07373583402596,-9.821973881728043,3.08,1.56,,,,96.1,2261.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.44,,,,,,,,54,4,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,230.0,0.0,0.045,,,0.0,0,0,0,NYM,MIA
1850,CH,2022-06-19,91.2,-1.92,6.03,"Alcantara, Sandy",500871,645261,field_out,hit_into_play,,,,,4.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,X,6.0,ground_ball,2,2,2022,-1.48,0.42,-0.79,2.1,,643446.0,,0,7,Bot,134.89,148.06,,,607732,,,5.998596830573016,-132.59226558541968,-4.833440945330351,-18.7734169663741,29.794583755008038,-26.36434271949763,3.12,1.51,4.0,103.7,-28.0,90.5,2203.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.5,0.126,0.113,0.0,1.0,0.0,0.0,2.0,54,6,Changeup,1,5,1,5,5,1,1,5,Infield shift,Standard,230.0,-0.022,-0.208,1.0,1.0,0.0,1,1,1,NYM,MIA
1853,FF,2022-06-19,95.6,-2.03,5.9,"Alcantara, Sandy",500871,645261,,swinging_strike,,,,,1.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,S,,,1,1,2022,-1.18,1.36,-0.48,2.97,,643446.0,,0,7,Bot,,,,,607732,,,6.690092876386766,-138.87642040150317,-5.060427295457941,-16.785498179069858,34.483006048790315,-13.71369693153368,3.16,1.54,,,,94.5,2216.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.5,,,,,,,,54,3,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,236.0,0.0,-0.09,,,0.0,1,0,0,NYM,MIA
1854,FF,2022-06-19,96.0,-1.94,5.84,"Alcantara, Sandy",500871,645261,,ball,,,,,11.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,B,,,0,1,2022,-1.25,1.21,-1.21,3.22,,643446.0,,0,7,Bot,,,,,607732,,,4.732908283968699,-139.57880129960387,-3.974869765607148,-17.347002184622575,35.19463566500212,-15.768035674054936,3.13,1.44,,,,95.0,2191.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.49,,,,,,,,54,2,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shift,Standard,230.0,0.0,0.047,,,0.0,0,0,0,NYM,MIA
1855,CH,2022-06-19,91.0,-2.01,5.95,"Alcantara, Sandy",500871,645261,,called_strike,,,,,4.0,"Eduardo Escobar grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.   Jeff McNeil to 3rd.",R,L,R,NYM,MIA,S,,,0,0,2022,-1.64,0.28,-0.73,2.1,,643446.0,,0,7,Bot,,,,,607732,,,6.67252800577418,-132.22943515440247,-4.22707090567796,-20.66780205849988,32.12549746621691,-28.13153415675336,3.13,1.44,,,,89.9,2042.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.51,,,,,,,,54,1,Changeup,1,5,1,5,5,1,1,5,Infield shift,Standard,235.0,0.0,-0.056,,,0.0,0,0,0,NYM,MIA
1856,SL,2022-06-19,86.1,-1.88,5.94,"Alcantara, Sandy",643446,645261,double,hit_into_play,,,,,8.0,Jeff McNeil doubles (16) on a line drive to center fielder Bryan De La Cruz.,R,L,R,NYM,MIA,X,8.0,line_drive,0,0,2022,0.49,0.03,0.2,1.65,,,,0,7,Bot,108.62,115.66,,,607732,,,3.906401064353118,-125.07339438687224,-3.7389014939504666,3.97074392538953,33.686542407393624,-31.18694299201113,3.5,1.73,216.0,102.7,9.0,84.1,2354.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.65,0.743,0.7,1.25,1.0,1.0,1.0,4.0,53,1,Slider,1,5,1,5,5,1,1,5,Infield shift,Standard,124.0,0.042,0.633,1.0,1.0,1.0,1,1,1,NYM,MIA
1857,SI,2022-06-19,97.3,-1.95,5.85,"Alcantara, Sandy",624413,645261,field_out,hit_into_play,,,,,4.0,"Pete Alonso grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.",R,R,R,NYM,MIA,X,6.0,ground_ball,0,1,2022,-1.92,1.02,-0.64,2.56,,,596019.0,2,6,Bot,115.02,155.5,,,607732,,,7.863696530515279,-141.3021070525166,-5.503327992967683,-27.451847290102755,38.40357933510557,-17.419043686817655,3.33,1.62,25.0,50.7,-1.0,96.1,2422.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.36,0.123,0.111,0.0,1.0,0.0,0.0,1.0,43,2,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,229.0,-0.022,-0.183,1.0,1.0,0.0,1,1,1,NYM,MIA
1858,SI,2022-06-19,96.6,-2.15,5.88,"Alcantara, Sandy",624413,645261,,called_strike,,,,,5.0,"Pete Alonso grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.",R,R,R,NYM,MIA,S,,,0,0,2022,-2.0,0.83,-0.16,2.39,,,596019.0,2,6,Bot,,,,,607732,,,9.767134567106282,-140.1435754209556,-5.468611642221565,-28.589720412296515,38.05973117150193,-20.0463700896912,3.22,1.48,,,,94.9,2358.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.55,,,,,,,,43,1,Sinker,1,0,1,0,0,1,1,0,Standard,Standard,231.0,0.0,-0.035,,,0.0,0,0,0,NYM,MIA
1860,FF,2022-06-19,96.8,-2.09,5.94,"Alcantara, Sandy",596019,645261,,ball,,,,,11.0,Francisco Lindor singles on a sharp line drive to center fielder Bryan De La Cruz.   Starling Marte scores.,R,L,R,NYM,MIA,B,,,0,0,2022,-1.04,1.36,-1.54,3.53,516782.0,,,2,6,Bot,,,,,607732,,,3.8083300681421046,-140.77233108438918,-3.8527003712836216,-14.607520356334732,39.57248327073134,-13.528901062480772,3.11,1.39,,,,95.2,2309.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.58,,,,,,,,42,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223.0,0.0,0.031,,,0.0,0,0,0,NYM,MIA
1866,SL,2022-06-19,88.0,-1.73,5.9,"Alcantara, Sandy",663911,645261,strikeout,swinging_strike,,,,,6.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,S,2.0,,3,2,2022,0.27,0.02,0.42,2.21,,,,2,5,Bot,,,,,607732,,,4.643237322074239,-128.2084237924493,-2.9276699710751,2.035571343855604,25.224983638443774,-31.57172211605409,3.3,1.5,,,,87.6,2440.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.62,,,0.0,1.0,0.0,0.0,,35,6,Slider,0,0,0,0,0,0,0,0,Standard,Standard,79.0,-0.014,-0.116,1.0,1.0,0.0,1,0,0,NYM,MIA
1862,CH,2022-06-19,90.7,-1.93,5.91,"Alcantara, Sandy",516782,645261,,ball,,,,,11.0,Starling Marte triples (3) on a sharp line drive to center fielder Bryan De La Cruz.,R,R,R,NYM,MIA,B,,,0,0,2022,-2.01,0.76,-1.33,2.61,,,,2,6,Bot,,,,,607732,,,5.752413745208039,-131.83089573410268,-3.827567566356216,-24.620108820769875,33.22744390696256,-22.70604790422385,3.45,1.51,,,,89.2,2184.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.63,,,,,,,,41,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,241.0,0.0,0.015,,,0.0,0,0,0,NYM,MIA
1863,CH,2022-06-19,90.9,-1.94,5.98,"Alcantara, Sandy",607043,645261,field_out,hit_into_play,,,,,7.0,"Brandon Nimmo grounds out, second baseman Jazz Chisholm Jr.  to first baseman Lewin Diaz.",R,L,R,NYM,MIA,X,4.0,ground_ball,1,0,2022,-1.47,0.24,-0.8,1.63,,,,1,6,Bot,149.65,154.51,,,607732,,,5.922631883434663,-132.16163723981356,-5.4178961927656255,-18.43198894860455,31.01515074611405,-28.29609800202184,3.53,1.74,2.0,77.0,-34.0,89.8,2102.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.62,0.066,0.059,0.0,1.0,0.0,0.0,2.0,40,2,Changeup,0,0,0,0,0,0,0,0,Infield shift,Standard,233.0,-0.024,-0.178,1.0,1.0,0.0,1,1,1,NYM,MIA
1864,SL,2022-06-19,87.4,-2.02,5.93,"Alcantara, Sandy",607043,645261,,ball,,,,,13.0,"Brandon Nimmo grounds out, second baseman Jazz Chisholm Jr.  to first baseman Lewin Diaz.",R,L,R,NYM,MIA,B,,,0,0,2022,0.12,0.26,-1.07,2.26,,,,1,6,Bot,,,,,607732,,,2.0133470176615758,-127.27268392833912,-3.188290451499628,0.8877547196447558,28.07017003920964,-28.85667410592701,3.33,1.55,,,,86.3,2421.0,5.7,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.75,,,,,,,,40,1,Slider,0,0,0,0,0,0,0,0,Infield shift,Standard,116.0,0.0,0.023,,,0.0,0,0,0,NYM,MIA
1865,CH,2022-06-19,90.5,-1.94,5.9,"Alcantara, Sandy",621512,645261,field_out,hit_into_play,,,,,7.0,"Tomas Nido grounds out, third baseman Jon Berti to first baseman Lewin Diaz.",R,R,R,NYM,MIA,X,5.0,ground_ball,0,0,2022,-1.25,0.17,-0.64,1.84,,,,0,6,Bot,88.59,159.66,,,607732,,,5.852880699200823,-131.72511146645033,-4.602063577873468,-15.748060906439672,25.584603663100584,-29.44544048687754,3.23,1.52,3.0,64.2,-36.0,90.3,1948.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.55,0.083,0.077,0.0,1.0,0.0,0.0,2.0,39,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,243.0,-0.033,-0.221,1.0,1.0,0.0,1,1,1,NYM,MIA
1867,SL,2022-06-19,89.2,-1.71,5.9,"Alcantara, Sandy",663911,645261,,ball,,,,,14.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,B,,,2,2,2022,-0.01,0.35,0.87,1.65,,,,2,5,Bot,,,,,607732,,,6.317955954804687,-129.65430759965298,-5.0133237631946885,-1.6536358312721997,31.906097844408382,-27.303240520859102,3.07,1.26,,,,87.9,2454.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.54,,,,,,,,35,5,Slider,0,0,0,0,0,0,0,0,Standard,Standard,138.0,0.0,0.033,,,0.0,0,0,0,NYM,MIA
1868,FF,2022-06-19,97.8,-1.86,5.8,"Alcantara, Sandy",663911,645261,,foul,,,,,1.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,S,,,2,1,2022,-1.21,1.35,-0.65,2.81,,,,2,5,Bot,,,,,607732,,,5.995035864562341,-142.22461224212134,-5.602440821722789,-17.746597288997002,35.71190307138128,-12.727416725995509,3.3,1.5,239.0,80.3,25.0,96.7,2309.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.58,,,,,,,,35,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,227.0,0.0,-0.031,,,0.0,1,0,1,NYM,MIA
1869,CH,2022-06-19,90.5,-1.71,5.9,"Alcantara, Sandy",663911,645261,,swinging_strike,,,,,14.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,S,,,2,0,2022,-1.6,0.09,0.26,1.37,,,,2,5,Bot,,,,,607732,,,8.28566921992661,-131.36854284904274,-5.456259317608501,-20.275920839823613,31.006178839526523,-30.02633562760461,3.3,1.5,,,,89.6,2192.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.36,,,,,,,,35,3,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,233.0,0.0,-0.023,,,0.0,1,0,0,NYM,MIA
1870,CH,2022-06-19,91.2,-1.99,5.92,"Alcantara, Sandy",663911,645261,,ball,,,,,11.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,B,,,1,0,2022,-1.82,0.19,-1.98,3.02,,,,2,5,Bot,,,,,607732,,,3.937711967033623,-132.5975930598506,-1.6740167718031054,-22.16172711532343,34.84832716294416,-29.767174116380065,3.12,1.31,,,,90.0,1911.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.39,,,,,,,,35,2,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,231.0,0.0,0.023,,,0.0,0,0,0,NYM,MIA
1871,CH,2022-06-19,91.4,-1.86,5.93,"Alcantara, Sandy",663911,645261,,ball,,,,,11.0,Nick Plummer strikes out swinging.,R,L,R,NYM,MIA,B,,,0,0,2022,-1.61,0.35,-1.3,2.48,,,,2,5,Bot,,,,,607732,,,4.832795237021235,-133.00712818866356,-3.519884134507324,-20.127826142258787,30.185112047472103,-27.4888421902954,3.1,1.29,,,,90.6,2075.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.55,,,,,,,,35,1,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,229.0,0.0,0.015,,,0.0,0,0,0,NYM,MIA
1849,FF,2022-06-19,97.1,-2.1,5.84,"Alcantara, Sandy",641645,645261,,ball,,,,,11.0,Luis Guillorme singles on a ground ball to left fielder Luke Williams.   Jeff McNeil scores.,R,L,R,NYM,MIA,B,,,0,0,2022,-0.94,1.27,-1.15,4.37,643446.0,,,1,7,Bot,,,,,607732,,,4.658646211079144,-141.25267874708237,-1.23253889631418,-13.703813536764802,37.11958297577987,-15.335409791875332,3.15,1.45,,,,95.9,2312.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.56,,,,,,,,55,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,230.0,0.0,0.007,,,0.0,0,0,0,NYM,MIA
1861,SL,2022-06-19,87.4,-1.98,5.92,"Alcantara, Sandy",516782,645261,triple,hit_into_play,,,,,5.0,Starling Marte triples (3) on a sharp line drive to center fielder Bryan De La Cruz.,R,R,R,NYM,MIA,X,8.0,line_drive,1,0,2022,0.19,0.23,-0.11,2.57,,,,2,6,Bot,110.27,62.99,,,607732,,,4.063740860708365,-127.2033839973586,-2.3067989583904294,1.0817818440649305,30.158953574948875,-29.363072643047182,3.51,1.65,339.0,108.0,18.0,86.0,2504.0,5.7,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.78,0.691,0.925,1.6,1.0,1.0,2.0,6.0,41,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147.0,0.044,0.272,1.0,1.0,1.0,1,1,1,NYM,MIA
1848,CU,2022-06-19,86.5,-2.09,5.87,"Alcantara, Sandy",641645,645261,,ball,,,,,11.0,Luis Guillorme singles on a ground ball to left fielder Luke Williams.   Jeff McNeil scores.,R,L,R,NYM,MIA,B,,,1,0,2022,0.32,-0.08,-0.85,3.94,643446.0,,,1,7,Bot,,,,,607732,,,2.277179816439074,-125.80186708102698,1.885527841350289,2.758638538530255,30.72021098235737,-33.74144020868998,3.12,1.45,,,,85.2,2441.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.57,,,,,,,,55,2,Curveball,1,5,1,5,5,1,1,5,Standard,Standard,90.0,0.0,0.03,,,0.0,0,0,0,NYM,MIA
1872,SL,2022-06-19,87.9,-2.02,5.79,"Alcantara, Sandy",641645,645261,field_out,hit_into_play,,,,,8.0,"Luis Guillorme grounds out, shortstop Miguel Rojas to first baseman Lewin Diaz.",R,L,R,NYM,MIA,X,6.0,ground_ball,0,1,2022,0.28,0.02,-0.14,1.88,,,,1,5,Bot,111.53,147.55,,,607732,,,3.978677141998081,-128.05543851185618,-3.404927654417447,2.21099891254806,26.549655484317,-31.49816193532672,3.18,1.56,8.0,92.1,-12.0,87.7,2450.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.39,0.146,0.133,0.0,1.0,0.0,0.0,2.0,34,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,147.0,-0.022,-0.132,1.0,1.0,0.0,1,1,1,NYM,MIA
1846,SI,2022-06-19,97.9,-2.13,5.77,"Alcantara, Sandy",641645,645261,,called_strike,,,,,4.0,Luis Guillorme singles on a ground ball to left fielder Luke Williams.   Jeff McNeil scores.,R,L,R,NYM,MIA,S,,,3,0,2022,-1.71,0.63,-0.74,2.33,643446.0,,,1,7,Bot,,,,,607732,,,7.664585375309537,-142.11596772159922,-5.117455700235279,-24.97319814639786,38.56950075870783,-22.63660030174784,3.12,1.52,,,,96.6,2360.0,6.1,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.41,,,,,,,,55,4,Sinker,1,5,1,5,5,1,1,5,Standard,Standard,227.0,0.0,-0.044,,,0.0,0,0,0,NYM,MIA
1822,SI,2022-06-19,98.1,-1.92,5.73,"Alcantara, Sandy",596019,645261,field_out,hit_into_play,,,,,13.0,"Francisco Lindor grounds out, second baseman Jazz Chisholm Jr.  to first baseman Lewin Diaz.",R,L,R,NYM,MIA,X,4.0,ground_ball,2,0,2022,-1.43,0.62,-0.01,1.38,,,,2,8,Bot,153.17,139.92,,,607732,,,8.402611229099636,-142.32389938861252,-7.5392708247103455,-21.521345879015065,39.30560471698951,-21.93164665463168,3.24,1.53,4.0,105.3,-19.0,96.5,2502.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.51,0.226,0.228,0.0,1.0,0.0,0.0,2.0,63,3,Sinker,2,5,2,5,5,2,2,5,Infield shift,Standard,235.0,-0.008,-0.137,1.0,1.0,0.0,1,1,1,NYM,MIA
1823,FF,2022-06-19,97.2,-2.11,5.8,"Alcantara, Sandy",596019,645261,,ball,,,,,11.0,"Francisco Lindor grounds out, second baseman Jazz Chisholm Jr.  to first baseman Lewin Diaz.",R,L,R,NYM,MIA,B,,,1,0,2022,-1.03,1.35,-0.44,3.68,,,,2,8,Bot,,,,,607732,,,6.773159369428599,-141.08216680072294,-3.0585754198495105,-15.383649448707088,41.11847428981895,-13.885824176287487,3.11,1.42,,,,95.3,2335.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.52,,,,,,,,63,2,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shift,Standard,227.0,0.0,0.023,,,0.0,0,0,0,NYM,MIA
1824,SL,2022-06-19,89.2,-2.0,5.86,"Alcantara, Sandy",596019,645261,,ball,,,,,11.0,"Francisco Lindor grounds out, second baseman Jazz Chisholm Jr.  to first baseman Lewin Diaz.",R,L,R,NYM,MIA,B,,,0,0,2022,0.12,0.15,-0.85,2.87,,,,2,8,Bot,,,,,607732,,,2.550404146545636,-129.9903756079709,-1.648846979888398,0.8395670416640401,27.52480284571397,-30.353946753427977,3.09,1.39,,,,88.5,2547.0,5.8,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.72,,,,,,,,63,1,Slider,2,5,2,5,5,2,2,5,Infield shift,Standard,91.0,0.0,0.015,,,0.0,0,0,0,NYM,MIA
1825,CH,2022-06-19,93.1,-2.01,5.8,"Alcantara, Sandy",516782,645261,strikeout,swinging_strike,,,,,13.0,Starling Marte strikes out swinging.,R,R,R,NYM,MIA,S,2.0,,0,2,2022,-1.47,0.07,-0.49,1.19,,,,1,8,Bot,,,,,607732,,,7.115157245871584,-135.22795711390643,-6.0760442561290064,-19.665163651138176,33.242609901368304,-30.09048791883176,3.51,1.65,,,,92.3,2097.0,6.2,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.33,,,0.0,1.0,0.0,0.0,,62,3,Changeup,2,5,2,5,5,2,2,5,Strategic,Standard,235.0,-0.015,-0.1,1.0,1.0,0.0,1,0,0,NYM,MIA
1826,SI,2022-06-19,98.1,-2.14,5.76,"Alcantara, Sandy",516782,645261,,called_strike,,,,,7.0,Starling Marte strikes out swinging.,R,R,R,NYM,MIA,S,,,0,1,2022,-1.77,0.59,-0.44,1.47,,,,1,8,Bot,,,,,607732,,,8.62539127748231,-142.40721368632433,-7.351111914124344,-26.103740756402782,36.65724547759171,-22.50888366169206,3.48,1.56,,,,96.9,2385.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.5,,,,,,,,62,2,Sinker,2,5,2,5,5,2,2,5,Strategic,Standard,233.0,0.0,-0.031,,,0.0,0,0,0,NYM,MIA
1827,SI,2022-06-19,98.0,-2.02,5.76,"Alcantara, Sandy",516782,645261,,swinging_strike,,,,,14.0,Starling Marte strikes out swinging.,R,R,R,NYM,MIA,S,,,0,0,2022,-1.73,0.53,0.14,1.31,,,,1,8,Bot,,,,,607732,,,9.733803658371592,-142.05635677658077,-7.582686353976117,-25.70593046695312,37.64243415790081,-23.19834600601221,3.51,1.65,,,,96.4,2362.0,6.0,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.54,,,,,,,,62,1,Sinker,2,5,2,5,5,2,2,5,Strategic,Standard,229.0,0.0,-0.024,,,0.0,1,0,0,NYM,MIA
1828,FF,2022-06-19,98.2,-1.83,5.8,"Alcantara, Sandy",607043,645261,field_out,hit_into_play,,,,,7.0,Brandon Nimmo lines out to left fielder Luke Williams.,R,L,R,NYM,MIA,X,7.0,line_drive,2,2,2022,-1.06,1.08,-0.34,2.29,,,,0,8,Bot,67.85,104.98,,,607732,,,6.42778989068233,-142.68903423937942,-6.409764715645686,-16.050051488989403,38.216840253103385,-16.099281316734064,3.53,1.74,275.0,94.7,17.0,96.8,2177.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.55,0.56,0.568,0.0,1.0,0.0,0.0,4.0,61,6,4-Seam Fastball,2,5,2,5,5,2,2,5,Infield shift,Standard,232.0,-0.025,-0.195,1.0,1.0,0.0,1,1,1,NYM,MIA
1829,SI,2022-06-19,98.3,-1.83,5.82,"Alcantara, Sandy",607043,645261,,foul,,,,,8.0,Brandon Nimmo lines out to left fielder Luke Williams.,R,L,R,NYM,MIA,S,,,2,2,2022,-1.65,0.42,0.05,2.08,,,,0,8,Bot,,,,,607732,,,8.826992872120748,-142.76444682341236,-5.53825176826496,-24.570706548388333,34.640357424959404,-25.264094660075493,3.53,1.74,185.0,72.5,38.0,97.3,2377.0,5.9,662532,645261,607732,650331,665862,542932,500743,663897,650559,666464,54.58,,,,,,,,61,5,Sinker,2,5,2,5,5,2,2,5,Infield shift,Standard,230.0,0.0,0.0,,,0.0,1,0,1,NYM,MIA
